title,url,category
Incoming German Chancellor Merz vows reforms and investments as parties sign coalition agreement,https://www.cnbc.com/2025/05/05/incoming-german-chancellor-merz-vows-reforms-and-investments.html,politics
NPR and PBS say they'll challenge Trump over federal funding cuts,https://www.cnbc.com/2025/05/04/npr-and-pbs-to-challenge-trump-over-public-funding-cuts.html,politics
"Trump takes credit for 'good parts' of economy, blames 'bad parts' on Biden",https://www.cnbc.com/2025/05/04/trump-economy-biden-recession-tariffs-china.html,politics
Trump posts AI-generated photo of himself dressed as the pope,https://www.cnbc.com/2025/05/03/trump-pope-ai-image.html,politics
Trump calls on Fed once again to lower rates after solid April jobs report,https://www.cnbc.com/2025/05/02/trump-april-jobs-report-fed-interest-rates.html,politics
Trump vows to revoke Harvard's tax-exempt status: 'It's what they deserve!',https://www.cnbc.com/2025/05/02/trump-harvard-tax-exempt-revoke.html,politics
"Russia's war in Ukraine 'not going to end any time soon,' JD Vance says",https://www.cnbc.com/2025/05/02/russia-war-in-ukraine-not-going-to-end-any-time-soon-jd-vance-says.html,politics
"Farage's Reform UK Party support surges, wins closest ever by-election",https://www.cnbc.com/2025/05/02/farages-reform-uk-party-support-surges-wins-closest-ever-by-election.html,politics
Trump plans to unveil federal budget proposal on Friday,https://www.cnbc.com/2025/05/02/trump-plans-to-unveil-federal-budget-proposal-on-friday.html,politics
Waltz used Signal-like at White House before ouster as national security advisor,https://www.cnbc.com/2025/05/01/trump-waltz-signal-photo-cabinet.html,politics
Trump to nominate national security advisor Mike Waltz as UN ambassador,https://www.cnbc.com/2025/05/01/trump-waltz-un-signal-hegseth.html,politics
Trump national security advisor Waltz leaving post after Signal flap,https://www.cnbc.com/2025/05/01/trump-mike-waltz-signal-national-security-hegseth.html,politics
U.S. Chamber asks Trump for tariff exclusions to 'stave off a recession',https://www.cnbc.com/2025/05/01/trump-tariffs-recession-chamber-of-commerce.html,politics
U.S. and Ukraine sign landmark minerals deal after months of tense negotiations,https://www.cnbc.com/2025/05/01/russia-war-us-and-ukraine-sign-landmark-minerals-deal.html,politics
"Trump calls China 'chief-ripper-offer' on trade, with no sign of direct talks",https://www.cnbc.com/2025/04/30/trump-china-trade-negotiations.html,politics
"White House moving 'as fast as possible' on India trade deal, Navarro says",https://www.cnbc.com/2025/04/30/trump-india-trade-deal-progress-navarro.html,politics
"Musk bids farewell — sort of — to Trump Cabinet, claims DOGE saved $160 billion",https://www.cnbc.com/2025/04/30/elon-musk-trump-cabinet-doge-tesla.html,politics
Peter Navarro says ‘We really like where we’re at now’ after GDP drop,https://www.cnbc.com/2025/04/30/trump-trade-navarro-us-gdp-drop-tariffs-stock-market.html,politics
Trump says he'll blame Biden for 2nd quarter GDP after blaming him for Q1 drop,https://www.cnbc.com/2025/04/30/trump-gdp-tariffs-biden-overhang.html,politics
Lars Klingbeil to become Germany's vice chancellor and finance minister: SDP,https://www.cnbc.com/2025/04/30/lars-klingbeil-to-become-german-vice-chancellor-finance-minister-sdp.html,politics
Trump's first 100 days in photos,https://www.cnbc.com/2025/04/29/trumps-first-100-days-in-photos.html,politics
"Lutnick says one trade deal is done, but waiting on approval from unnamed country's leaders",https://www.cnbc.com/2025/04/29/commerce-secretary-lutnick-trade-deal-unnamed-country-approval.html,politics
Trump: 'I think we'll have a deal with India' on tariffs and trade,https://www.cnbc.com/2025/04/29/trump-india-trade-deal-bessent-south-korea-japan.html,politics
Trump complained to Bezos before Amazon said it ditched idea to show tariff cost,https://www.cnbc.com/2025/04/29/white-house-blasts-amazon-over-tariff-cost-report-hostile-and-political-act.html,politics
'Unlike anything we have seen before:' EU left reeling after Trump's first 100 days,https://www.cnbc.com/2025/04/29/european-union-left-reeling-after-donald-trumps-first-100-days.html,politics
White House names McNeill acting head of Transportation Security Administration,https://www.cnbc.com/2025/04/28/white-house-names-mcneill-acting-head-of-transportation-security-administration.html,politics
Trump administration targets Harvard Law Review with race discrimination probe,https://www.cnbc.com/2025/04/28/trump-harvard-law-review-investigation-race.html,politics
Man accused of stealing from DHS Sec. Noem hit with federal charges,https://www.cnbc.com/2025/04/28/immigrant-kristi-noem-hit-arrested-federal-washington.html,politics
U.S. House panel proposes moving FTC antitrust work to DOJ in budget package,https://www.cnbc.com/2025/04/28/us-house-panel-proposes-moving-ftc-antitrust-work-to-doj-in-budget-package.html,politics
"No tariff talks with Trump-Xi or top aides underway, China says",https://www.cnbc.com/2025/04/28/trump-xi-tariffs-china-bessent.html,politics
DOGE cuts could help Musk companies avoid $2 billion in liabilities: Senate report,https://www.cnbc.com/2025/04/28/elon-musk-doge-trump-legal-liabilities-senate-democrats.html,politics
'60 Minutes' reporter says 'none of us is happy' about top producer quitting,https://www.cnbc.com/2025/04/28/60-minutes-reporter-says-none-of-us-happy-about-top-producer-quitting.html,politics
Hollywood studio stocks fall after Trump proposes foreign film tariff,https://www.cnbc.com/2025/05/05/movie-studio-stocks-trump-foreign-film-tariff.html,business
Inside GM’s battle to revive Cadillac as the American luxury car brand,https://www.cnbc.com/2025/05/05/gm-general-motors-cadillac-luxury-brand.html,business
MLS sponsorships spike as U.S. soccer gains popularity,https://www.cnbc.com/2025/05/05/mls-sponsorships-spike-as-us-soccer-gains-popularity.html,business
MLS signs a deal with EA to stream four soccer matches on mobile gaming platform,https://www.cnbc.com/2025/05/05/mls-ea-sports-fc-mobile-streaming-matches.html,business
'Dumpster fire': Retailers urge shoppers to buy now before tariffs raise prices,https://www.cnbc.com/2025/05/04/retailers-urge-shoppers-to-buy-before-trump-tariffs-raise-prices.html,business
Trump's China tariffs are raising costs for wedding dresses,https://www.cnbc.com/2025/05/03/trump-china-tariffs-wedding-dresses-bridal-shops.html,business
United cuts Newark schedule after hundreds of flight disruptions,https://www.cnbc.com/2025/05/02/newark-airport-ewr-new-jersey-delays-united-airlines.html,business
Netflix stock is trading at all-time-high levels in unprecedented win streak,https://www.cnbc.com/2025/05/02/netflix-stock-nflx-all-time-high.html,business
"Footwear giants Nike, Adidas and others ask Trump for tariff exemption",https://www.cnbc.com/2025/05/02/nike-adidas-footwear-giants-ask-trump-for-tariff-exemption.html,business
American Airlines to debut new suites with sliding doors after delays,https://www.cnbc.com/2025/05/02/american-airlines-suites-sliding-doors.html,business
Churchill Downs CEO: Interest in Kentucky Derby is strong despite uncertainty,https://www.cnbc.com/2025/05/02/kentucky-derby-churchill-downs-ceo-strong-demand-uncertainty.html,business
Amazon is stepping up to fill a gap in Hollywood's movie slate,https://www.cnbc.com/2025/05/01/amazon-mgm-studios-gap-hollywood-movie-slate.html,business
McDonald’s reports largest U.S. same-store sales decline since 2020,https://www.cnbc.com/2025/05/01/mcdonalds-mcd-q1-2025-earnings.html,business
Eli Lilly CEO says company can help with national security concerns around pharma,https://www.cnbc.com/2025/05/01/eli-lilly-ceo-david-ricks-trump-pharmaceutical-tariffs.html,business
"Automakers see April sales increases amid tariffs, but good times may not last",https://www.cnbc.com/2025/05/01/automakers-april-sales-vehicles.html,business
"GM lowers 2025 guidance, citing up to $5 billion in tariff exposure",https://www.cnbc.com/2025/05/01/gm-2025-guidance-tariffs.html,business
"Eli Lilly sales soar 45% on weight loss drug demand, but cuts profit outlook",https://www.cnbc.com/2025/05/01/eli-lilly-lly-earnings-q1-2025.html,business
"CVS tops estimates, hikes guidance as insurance business shows some improvement",https://www.cnbc.com/2025/05/01/cvs-health-cvs-earnings-q1-2025.html,business
Kentucky Derby: How horse owners invest and potentially earn millions,https://www.cnbc.com/2025/05/01/kentucky-derby-horse-owners.html,business
L3 Harris redoing Qatari jet as potential Air Force One after Boeing delays,https://www.cnbc.com/2025/05/01/trump-air-force-one-l3-harris-boeing-delays.html,business
Billionaire Lukas Walton names new CIO for his family office,https://www.cnbc.com/2025/05/01/billionaire-lukas-walton-picks-new-cio-for-his-family-office.html,business
Mercedes-Benz to add new vehicle to Alabama plant amid Trump tariffs,https://www.cnbc.com/2025/05/01/mercedes-benz-alabama-plant-trump-tariffs.html,business
CVS to boost access to Novo Nordisk's Wegovy for patients on its drug plans,https://www.cnbc.com/2025/05/01/cvs-wegovy-caremark-patients.html,business
RFK Jr. is gutting HHS offices that are key to reducing health disparities,https://www.cnbc.com/2025/04/30/rfk-jr-hhs-job-cuts-minority-health-offices.html,business
"Ford CEO says Trump's tariff reprieve is helpful, but more changes needed",https://www.cnbc.com/2025/04/30/ford-ceo-says-trumps-tariff-changes-are-helpful-but-still-not-enough.html,business
Dollar General is one of the best stock performers of Trump's first 100 days,https://www.cnbc.com/2025/04/30/dollar-general-stock-trump-100-days.html,business
Hollywood studio stocks fall after Trump proposes foreign film tariff,https://www.cnbc.com/2025/05/05/movie-studio-stocks-trump-foreign-film-tariff.html,entertainment
Yum Brands revenue misses as Pizza Hut's same-store sales fall 2%,https://www.cnbc.com/2025/04/30/yum-brands-yum-q1-2025-earnings.html,business
"GLP-1s can help employers lower medical costs in 2 years, new study finds",https://www.cnbc.com/2025/04/30/glp-1s-employers-lower-medical-costs-study.html,business
"Starbucks stock falls as sales disappoint, turnaround pressures earnings",https://www.cnbc.com/2025/04/29/starbucks-sbux-q2-2025-earnings.html,business
Oddity Tech soars 15% after it raises outlook despite tariff threat,https://www.cnbc.com/2025/04/29/oddity-tech-odd-earnings-q1-2025.html,business
Trump signs order easing some auto tariffs,https://www.cnbc.com/2025/04/29/trump-auto-tariffs.html,business
Pfizer CEO says tariff uncertainty is deterring further U.S. investment,https://www.cnbc.com/2025/04/29/pfizer-ceo-trump-tariff-uncertainty-is-deterring-us-investment.html,business
MLS signs a deal with EA to stream four soccer matches on mobile gaming platform,https://www.cnbc.com/2025/05/05/mls-ea-sports-fc-mobile-streaming-matches.html,entertainment
NPR and PBS say they'll challenge Trump over federal funding cuts,https://www.cnbc.com/2025/05/04/npr-and-pbs-to-challenge-trump-over-public-funding-cuts.html,entertainment
"Planned bombing at Lady Gaga's Rio de Janeiro show thwarted, police say",https://www.cnbc.com/2025/05/04/bomb-threat-at-lady-gaga-rio-de-janiero-show-thwarted.html,entertainment
Disney and Marvel's 'Thunderbolts*' snares $76 million domestic opening,https://www.cnbc.com/2025/05/04/thunderbolts-disney-marvel-opening-weekend-box-office.html,entertainment
Netflix chief on what getting publicly fired taught her about failure,https://www.cnbc.com/2025/05/04/netflix-chief-on-what-getting-publicly-fired-taught-her-about-failure.html,entertainment
"By 25, make sure to learn this crucial skill, says Ivy League psychologist",https://www.cnbc.com/2025/05/02/psychologist-young-people-must-learn-to-focus-by-age-25.html,entertainment
"General Motors beats Wall Street estimates, reassesses full-year guidance",https://www.cnbc.com/2025/04/29/general-motors-gm-earnings-q1-2025.html,business
Novo Nordisk opens Wegovy to telehealth in push for new patients,https://www.cnbc.com/2025/04/29/novo-nordisk-wegovy-telehealth.html,business
Charts indicate what may happen next in long-running Coke-Pepsi stock battle,https://www.cnbc.com/2025/05/02/charts-indicate-what-may-happen-next-in-long-running-coke-pepsi-stock-battle-says-carter-worth.html,entertainment
Netflix stock is trading at all-time-high levels in unprecedented win streak,https://www.cnbc.com/2025/05/02/netflix-stock-nflx-all-time-high.html,entertainment
Apple clears Spotify update under new rules allowing purchases within apps,https://www.cnbc.com/2025/05/02/apple-clears-spotify-app-update-that-allows-purchases.html,entertainment
Mongolia’s ‘ambitious’ plan could boost tourism to 10% of GDP by 2030: Minister,https://www.cnbc.com/2025/05/02/traveling-to-mongolia-country-wants-tourism-to-be-10percent-of-gdp-by-2030.html,entertainment
"China warms up to K-pop as it pursues cultural diplomacy, strives to boost consumption amid trade worries",https://www.cnbc.com/2025/05/02/china-looks-set-to-turn-to-k-pop-sector-as-us-tariffs-bite.html,entertainment
"Apple has managed tariffs so far, but Cook lacks long-term answers",https://www.cnbc.com/2025/05/01/apple-has-managed-tariffs-so-far-says-tough-to-predict-beyond-june.html,entertainment
The soft drink stock forming a bullish 'cup with handle' pattern,https://www.cnbc.com/2025/05/01/the-soft-drink-stock-forming-a-bullish-cup-with-handle-pattern.html,entertainment
Amazon is stepping up to fill a gap in Hollywood's movie slate,https://www.cnbc.com/2025/05/01/amazon-mgm-studios-gap-hollywood-movie-slate.html,entertainment
CNBC Sport: Top sports executives head to Washington over media rights,https://www.cnbc.com/2025/05/01/cnbc-sport-top-sports-executives-head-to-washington-over-media-rights.html,entertainment
"Court finds Apple, executive lied under oath in Epic Games trial",https://www.cnbc.com/2025/04/30/court-finds-apple-executive-lied-under-oath.html,entertainment
Wall Street is anxious to hear Apple CEO Tim Cook's first public comments on tariffs,https://www.cnbc.com/2025/04/30/wall-street-is-anticipating-tim-cooks-first-comments-on-tariffs.html,entertainment
Charts point to a bullish set-up on Apple ahead of earnings,https://www.cnbc.com/2025/04/29/charts-point-to-a-bullish-set-up-on-apple-ahead-of-earnings.html,entertainment
NFL's Washington Commanders return to D.C. in $3.7 billion stadium deal,https://www.cnbc.com/2025/04/28/nfl-washington-commanders-return-to-dc-in-3point7-billion-deal.html,entertainment
"Spotify paid over $100M to podcasts in 2025, including Joe Rogan, Alex Cooper",https://www.cnbc.com/2025/04/28/spotify-paid-100m-to-podcasts-including-joe-rogan-alex-cooper.html,entertainment
Why TikTok's formula is difficult to copy,https://www.cnbc.com/video/2025/04/28/why-tiktoks-formula-is-difficult-to-copy.html,entertainment
"Self-made millionaire who worked at Meta, TikTok shares her best career advice",https://www.cnbc.com/2025/04/28/best-career-advice-from-self-made-millionaire-who-worked-at-netflix-meta-tiktok.html,entertainment
Indian airlines can't fly over Pakistan. Here's how that is affecting flights,https://www.cnbc.com/2025/04/28/pakistan-closure-of-air-space-to-indian-airlines-may-not-increase-costs.html,entertainment
Americans are getting flashbacks to 2008 as tariffs stoke recession fears,https://www.cnbc.com/2025/04/26/americans-are-getting-flashbacks-to-2008-as-tariffs-stoke-recession-fears.html,entertainment
Napheesa Collier on Unrivaled's success and paying up for women athletes,https://www.cnbc.com/2025/04/24/napheesa-collier-on-unrivaleds-success-paying-up-for-women-athletes.html,entertainment
Hasbro forecasts as much as $300 million impact if China tariffs don't come down,https://www.cnbc.com/2025/04/24/hasbro-china-tariff-impact.html,entertainment
CNBC Sport: Saudi push into boxing looks different than other investments,https://www.cnbc.com/2025/04/24/cnbc-sport-saudi-boxing-deal-looks-different-than-other-investments.html,entertainment
Comcast beats Q1 earnings estimates despite losing broadband customers,https://www.cnbc.com/2025/04/24/comcast-cmcsa-earnings-q1-2025.html,entertainment
Fewer are planning summer vacations. But travel costs aren't the top reason,https://www.cnbc.com/2025/04/24/planning-a-summer-vacation-fewer-planning-trips-because-of-costs.html,entertainment
"This major bank stock is about to hit resistance and turn lower, says Carter Worth",https://www.cnbc.com/2025/04/23/this-major-bank-stock-is-about-to-hit-resistance-and-turn-lower-says-carter-worth.html,entertainment
Why cable companies like Comcast and Charter are leaning into mobile service,https://www.cnbc.com/2025/04/23/comcast-charter-cable-mobile-service.html,entertainment
"Apple AI ads did not make ‘adequate’ disclosures, watchdog says",https://www.cnbc.com/2025/04/23/apple-ai-ads-went-too-far-watchdog-says.html,entertainment
"More are using ‘buy now, pay later’ plans to pay for trips — especially Gen Zs",https://www.cnbc.com/2025/04/23/using-bnpl-for-travel-more-are-using-it-especially-gen-z-travelers.html,entertainment
Warner Bros. Discovery starts Max password-sharing crackdown,https://www.cnbc.com/2025/04/22/wbd-max-password-sharing-crackdown.html,entertainment
CNBC's Official Global Soccer Team Valuations 2025: Here's how the world's top 25 clubs stack up,https://www.cnbc.com/2025/05/05/cnbcs-official-global-soccer-team-valuations-2025.html,sport
How CNBC calculated its Official Global Soccer Team Valuations 2025,https://www.cnbc.com/2025/05/05/how-cnbc-calculated-its-official-global-soccer-team-valuations-2025.html,sport
MLS sponsorships spike as U.S. soccer gains popularity,https://www.cnbc.com/2025/05/05/mls-sponsorships-spike-as-us-soccer-gains-popularity.html,sport
MLS signs a deal with EA to stream four soccer matches on mobile gaming platform,https://www.cnbc.com/2025/05/05/mls-ea-sports-fc-mobile-streaming-matches.html,sport
Dick's Sporting Goods is unlocking the power of youth sports with this business,https://www.cnbc.com/2025/05/04/dicks-sporting-goods-is-unlocking-the-power-of-youth-sports-with-this-business.html,sport
'The rain doesn't matter at all': Fans (and horses) are ready for the Kentucky Derby,https://www.cnbc.com/2025/05/03/the-rain-doesnt-matter-at-all-fans-and-horses-are-ready-for-the-kentucky-derby.html,sport
Churchill Downs CEO: Interest in Kentucky Derby is strong despite uncertainty,https://www.cnbc.com/2025/05/02/kentucky-derby-churchill-downs-ceo-strong-demand-uncertainty.html,sport
CNBC Sport: Top sports executives head to Washington over media rights,https://www.cnbc.com/2025/05/01/cnbc-sport-top-sports-executives-head-to-washington-over-media-rights.html,sport
Kentucky Derby: How horse owners invest and potentially earn millions,https://www.cnbc.com/2025/05/01/kentucky-derby-horse-owners.html,sport
entertainment,Fewer are planning summer vacations. But travel costs aren't the top reason,https://www.cnbc.com/2025/04/24/planning-a-summer-vacation-fewer-planning-trips-because-of-costs.html
entertainment,"This major bank stock is about to hit resistance and turn lower, says Carter Worth",https://www.cnbc.com/2025/04/23/this-major-bank-stock-is-about-to-hit-resistance-and-turn-lower-says-carter-worth.html
entertainment,Why cable companies like Comcast and Charter are leaning into mobile service,https://www.cnbc.com/2025/04/23/comcast-charter-cable-mobile-service.html
entertainment,"Apple AI ads did not make ‘adequate’ disclosures, watchdog says",https://www.cnbc.com/2025/04/23/apple-ai-ads-went-too-far-watchdog-says.html
entertainment,"More are using ‘buy now, pay later’ plans to pay for trips — especially Gen Zs",https://www.cnbc.com/2025/04/23/using-bnpl-for-travel-more-are-using-it-especially-gen-z-travelers.html
entertainment,Warner Bros. Discovery starts Max password-sharing crackdown,https://www.cnbc.com/2025/04/22/wbd-max-password-sharing-crackdown.html
sport,CNBC's Official Global Soccer Team Valuations 2025: Here's how the world's top 25 clubs stack up,https://www.cnbc.com/2025/05/05/cnbcs-official-global-soccer-team-valuations-2025.html
sport,How CNBC calculated its Official Global Soccer Team Valuations 2025,https://www.cnbc.com/2025/05/05/how-cnbc-calculated-its-official-global-soccer-team-valuations-2025.html
sport,MLS sponsorships spike as U.S. soccer gains popularity,https://www.cnbc.com/2025/05/05/mls-sponsorships-spike-as-us-soccer-gains-popularity.html
sport,MLS signs a deal with EA to stream four soccer matches on mobile gaming platform,https://www.cnbc.com/2025/05/05/mls-ea-sports-fc-mobile-streaming-matches.html
sport,Dick's Sporting Goods is unlocking the power of youth sports with this business,https://www.cnbc.com/2025/05/04/dicks-sporting-goods-is-unlocking-the-power-of-youth-sports-with-this-business.html
sport,'The rain doesn't matter at all': Fans (and horses) are ready for the Kentucky Derby,https://www.cnbc.com/2025/05/03/the-rain-doesnt-matter-at-all-fans-and-horses-are-ready-for-the-kentucky-derby.html
sport,Churchill Downs CEO: Interest in Kentucky Derby is strong despite uncertainty,https://www.cnbc.com/2025/05/02/kentucky-derby-churchill-downs-ceo-strong-demand-uncertainty.html
sport,CNBC Sport: Top sports executives head to Washington over media rights,https://www.cnbc.com/2025/05/01/cnbc-sport-top-sports-executives-head-to-washington-over-media-rights.html
sport,Kentucky Derby: How horse owners invest and potentially earn millions,https://www.cnbc.com/2025/05/01/kentucky-derby-horse-owners.html
category,title,url
Business,Trump says non-US movies to be hit with 100% tariffs,https://www.bbc.com/news/articles/cjr7e2z1rxyo
Business,Elon Musk's Starbase in Texas will officially become a city,https://www.bbc.com/news/articles/c39j8rj4nmmo
Business,"Warren Buffett, 94, stepping down as Berkshire Hathaway CEO",https://www.bbc.com/news/articles/cqj4nev7p70o
Business,Uber starts allowing customers to pay in cash,https://www.bbc.com/news/articles/c4g4le9n469o
Business,Elon Musk's Starbase in Texas will officially become a city,https://www.bbc.com/news/articles/c39j8rj4nmmo
Business,How Carney's election win will change direction of trade war,https://www.bbc.com/news/articles/cgjlqwxevd0o
Business,London's 'spiralling' housing crisis in numbers,https://www.bbc.com/news/articles/cgkg54nd5d5o
Business,Are alcohol-free drinks worth the price in 2025?,https://www.bbc.com/news/articles/cdxg8l0qnevo
Business,Colombia's wind farms bring promise and pain for indigenous group,https://www.bbc.com/news/articles/ckg2ekjjgldo
Business,Deported gang members get second chance at call centre,https://www.bbc.com/news/articles/c93g2e332d9o
Business,Wall Street stocks bounce back from Trump tariff losses,https://www.bbc.com/news/articles/cj0z65dq771o
Business,Tariffs on car parts entering the US come into force,https://www.bbc.com/news/articles/c4grdke5r1jo
Business,US court rules ex-Abercrombie CEO unfit for trial,https://www.bbc.com/news/articles/cp31nknxgwlo
Business,US jobs grow by more than expected despite tariff turmoil,https://www.bbc.com/news/articles/c4grd0wqy22o
Business,Temu to stop selling goods from China directly to US customers,https://www.bbc.com/news/articles/cwy79j2n7d4o
Business,M&S supplier resorts to pen and paper after cyber attack,https://www.bbc.com/news/articles/cvgnyplvdv8o
Business,"Co-op cyber attack affects customer data, firm admits, after hackers contact BBC",https://www.bbc.com/news/articles/crkx3vy54nzo
Business,Trump signs order to block funding to public radio,https://www.bbc.com/news/articles/cly1jwe7582o
Business,Meta threatens to cut off Facebook in Nigeria over huge fines,https://www.bbc.com/news/articles/ckgrwxp5r15o
Business,Talks or no talks: Who blinks first in US-China trade war?,https://www.bbc.com/news/articles/cg419qw9g15o
Business,Apple says most US-bound iPhones no longer made in China,https://www.bbc.com/news/articles/c86jx18y9e2o
Business,M&S working 'day and night' over cyber attack,https://www.bbc.com/news/articles/cy5rz9p2d5ko
Business,Businesses count costs as India and Bangladesh impose trade restrictions,https://www.bbc.com/news/articles/c4g2y1yg8r2o
Business,What's in the US-Ukraine resources deal?,https://www.bbc.com/news/videos/c9djweng9plo
Business,McDonald's sales drop as diners face 'uncertainty',https://www.bbc.com/news/articles/cy4vzpggkjno
Politics,"Changing leader not enough to fix Tories, Badenoch says",https://www.bbc.com/news/articles/c5y6nv7l635o
Arts/Culture/Celebrities,What impact might Trump's Hollywood tariffs plan have?,https://www.bbc.com/news/articles/cwy04kjwk09o
Politics,"Doing nothing on social care 'untenable', MPs warn",https://www.bbc.com/news/articles/c62zpwx74e6o
Politics,Scotland's election countdown - should Swinney be optimistic?,https://www.bbc.com/news/articles/cwynzj1ezv4o
